error22.wav,"Errore 22, Pulisci il sensore di ricarica sull'unità principale."
error23.wav,"Errore 23, Pulisci l'area di trasmissione sulla base di ricarica."
error24.wav,"Errore 24, Rilevata zona vietata o nastro magnetico. Sposta l'unità principale e riavvia."
findme.wav,"Ciao! Sono qui!"
finish.wav,"Pulizia completata."
goto.wav,"Raggiungo il punto di destinazione."
goto_complete.wav,"Punto di destinazione raggiunto."
goto_failed.wav,"Impossibile raggiungere il punto di destinazione."
home.wav,"Ritorno alla base di ricarica."
map_restore.wav,"Mappa ripristinata, avvio della ricarica."
no_power.wav,"Batteria scarica, ritorno alla base."
no_power_charging.wav,"Batteria scarica. È necessaria un ulteriore ricarica."
no_spot_on_dock.wav,"Sposta l'unità principale nell'area desiderata, quindi avvia la pulizia spot."
pause.wav,"In pausa."
positioning.wav,"Posizionamento in corso, attendere."
power_off.wav,"Spegnimento in corso."
power_off_rejected.wav,"Rimuovi l'unità principale dalla base di ricarica per spegnerla."
power_resume_clean.wav,"Batteria carica, riprendo la pulizia."
relocate_failed.wav,"Pianificazione del percorso non riuscita, impossibile raggiungere la destinazione."
remote.wav,"Avvio del controllo remoto."
remote_complete.wav,"Controllo remoto terminato."
restart_backtodock_ignore_forbidden_zone.wav,"Posizionamento non riuscito. Il muro virtuale della zona vietata non è valido. Prosecuzione del ritorno alla base."
restart_clean.wav,"Posizionamento non riuscito, avvio di una nuova pulizia."
restart_clean_fromdock.wav,"Posizionamento non riuscito, avvio di una nuova pulizia per ricostruire la mappa."
restart_clean_ignore_forbidden_zone.wav,"Posizionamento non riuscito. Il muro virtuale della zona vietata non è valido. Avvio di una nuova sessione di pulizia."
restart_clean_nodock.wav,"Posizionamento non riuscito, mappa non valida. Avvio di una nuova pulizia."
restart_spot_ignore_forbidden_zone.wav,"Posizionamento non riuscito. Il muro virtuale della zona vietata non è valido. Prosecuzione della pulizia spot."
resume_backtodock.wav,"Posizionamento non riuscito, mappa non valida. Prosecuzione del ritorno alla base."
resume_clean.wav,"Riprendo la pulizia."
resume_home.wav,"Prosecuzione del ritorno alla base."
resume_room.wav,"Ripresa della pulizia della stanza."
resume_spot.wav,"Posizionamento non riuscito, mappa non valida. Prosecuzione della pulizia spot."
resume_zone.wav,"Ripresa della pulizia della zona."
return_no.wav,"Impossibile tornare al punto di partenza."
return_yes.wav,"Impossibile trovare la base di ricarica. Avvicina l'unità principale alla base e riprova."
room.wav,"Avvio della pulizia della stanza."
room_complete.wav,"Pulizia della stanza completata, ritorno alla base."
room_failed.wav,"Pulizia della stanza incompleta, impossibile raggiungere una stanza specificata. Ritorno alla base."
room_partialdone.wav,"Pulizia della stanza completata, ritorno alla base. Alcune aree non sono state raggiunte."
saving_map.wav,"Salvataggio della mappa in corso, attendere."
spot.wav,"Avvio della pulizia spot."
start.wav,"Avvio della pulizia."
stop.wav,"Pulizia completata."
stop_clean.wav,"Pulizia interrotta."
stop_goto.wav,"Arresto del raggiungimento del punto di destinazione."
stop_room.wav,"Pulizia della stanza selezionata interrotta."
stop_scheduled_clean.wav,"Posizionamento non riuscito. Pulizia programmata annullata."
stop_spot.wav,"Pulizia spot interrotta."
stop_zone.wav,"Pulizia della zona selezionata interrotta."
sysupd_complete.wav,"Aggiornamento completato."
sysupd_failed.wav,"Impossibile aggiornare il firmware. Ripristino della versione precedente."
sysupd_notready.wav,"Ricarica almeno al venti percento prima di aggiornare."
sysupd_start.wav,"Aggiornamento del firmware in corso. Potrebbero volerci dai 5 ai 10 minuti."
sysupd_wip.wav,"Aggiornamento in corso. Attendere."
timed_clean.wav,"Avvio della pulizia programmata."
wifi_reset.wav,"Ripristino del Wi-Fi in corso."
zone.wav,"Avvio della pulizia a zone."
zone_complete.wav,"Pulizia a zone completata. Ritorno alla base."
zone_failed.wav,"Pulizia a zone incompleta. Impossibile raggiungere una zona specificata. Ritorno alla base."
zone_partialdone.wav,"Pulizia della zona completata. Ritorno alla base. Alcune zone non sono state raggiunte."
